Timestamp,Location,Branch Name,Category,Gender,Brand,Size,Available Stock,Sold Stock,Price,Season Month
2024-01-13 11:55:58,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Max,XS,87,30,559,January
2024-01-15 17:00:34,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Max,S,74,22,7666,January
2024-01-16 16:04:50,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Max,M,98,19,6144,January
2024-01-01 16:53:29,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Max,L,48,33,927,January
2024-01-01 20:45:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Max,XL,60,47,4219,January
2024-01-10 10:46:58,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Max,XXL,23,11,890,January
2024-01-19 10:26:56,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Woodland,XS,28,32,6673,January
2024-01-03 13:03:45,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Woodland,S,33,11,4824,January
2024-01-17 16:39:46,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Woodland,M,19,49,6722,January
2024-01-20 18:39:08,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Woodland,L,17,15,2534,January
2024-01-27 10:33:30,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Woodland,XL,18,8,4613,January
2024-01-18 12:46:19,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,Woodland,XXL,29,11,3225,January
2024-01-23 11:06:32,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,U.S. Polo Assn.,XS,19,42,4399,January
2024-01-17 20:59:02,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,U.S. Polo Assn.,S,70,21,3930,January
2024-01-16 19:37:39,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,U.S. Polo Assn.,M,83,41,3529,January
2024-01-05 14:22:27,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,U.S. Polo Assn.,L,50,20,3398,January
2024-01-05 17:52:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,U.S. Polo Assn.,XL,52,12,6903,January
2024-01-28 11:25:15,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Jackets,Men,U.S. Polo Assn.,XXL,35,34,7235,January
2024-10-15 20:29:38,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Max,XS,40,11,2929,October
2024-04-05 15:32:20,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Max,S,90,14,5635,April
2024-04-09 10:50:50,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Max,M,90,44,7058,April
2024-08-10 10:12:07,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Max,L,15,50,6114,August
2024-11-21 18:05:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Max,XL,14,36,7001,November
2024-10-22 15:44:05,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Max,XXL,20,25,6371,October
2024-04-02 13:23:02,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Nike,XS,81,36,4456,April
2024-08-04 17:44:29,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Nike,S,92,34,6485,August
2024-07-18 18:54:38,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Nike,M,52,18,2968,July
2024-07-23 10:13:20,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Nike,L,86,36,5981,July
2024-05-22 10:40:00,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Nike,XL,70,25,1997,May
2024-10-12 11:09:20,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Nike,XXL,52,9,2713,October
2024-12-28 11:22:57,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Adidas,XS,92,18,4644,December
2024-05-18 15:30:42,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Adidas,S,41,46,3962,May
2024-03-07 20:02:38,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Adidas,M,13,32,7644,March
2024-09-04 15:16:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Adidas,L,94,47,5286,September
2024-04-01 16:11:14,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Adidas,XL,68,40,3780,April
2024-08-17 16:50:20,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Activewear,Men,Adidas,XXL,56,25,3044,August
2024-10-27 18:48:59,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Max,XS,88,8,1002,October
2024-10-05 18:40:19,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Max,S,66,9,3377,October
2024-10-22 14:58:25,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Max,M,69,49,5933,October
2024-10-08 20:51:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Max,L,80,42,880,October
2024-10-07 20:17:19,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Max,XL,54,17,1900,October
2024-10-07 18:26:07,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Max,XXL,26,25,4537,October
2024-10-19 17:45:24,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Aurelia,XS,90,24,4637,October
2024-10-14 16:56:47,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Aurelia,S,19,10,3985,October
2024-10-28 12:45:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Aurelia,M,22,27,6576,October
2024-10-10 16:35:08,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Aurelia,L,74,48,5426,October
2024-10-25 13:09:30,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Aurelia,XL,70,28,5622,October
2024-10-03 14:47:15,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Aurelia,XXL,20,48,618,October
2024-10-19 16:12:53,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Biba,XS,68,12,4715,October
2024-10-23 11:53:27,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Biba,S,61,22,2360,October
2024-10-20 16:50:17,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Biba,M,43,39,3398,October
2024-10-27 17:12:35,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Biba,L,51,48,4145,October
2024-10-03 18:16:27,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Biba,XL,20,37,2075,October
2024-10-28 14:43:22,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Ethnic Wear,Women,Biba,XXL,48,31,4311,October
2024-08-25 13:45:24,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Max,XS,49,36,1039,August
2024-08-21 16:24:53,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Max,S,21,22,5365,August
2024-08-15 20:25:46,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Max,M,62,6,4610,August
2024-08-28 18:16:41,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Max,L,59,39,4238,August
2024-08-09 11:15:38,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Max,XL,60,23,5894,August
2024-08-17 15:33:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Max,XXL,93,35,2706,August
2024-08-09 10:11:43,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Van Heusen,XS,41,35,5300,August
2024-08-07 20:53:50,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Van Heusen,S,38,28,5106,August
2024-08-11 15:22:18,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Van Heusen,M,56,50,6274,August
2024-08-11 16:53:10,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Van Heusen,L,56,12,4434,August
2024-08-10 19:07:11,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Van Heusen,XL,73,12,5088,August
2024-08-24 15:13:44,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Van Heusen,XXL,29,47,5313,August
2024-08-25 14:22:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Peter England,XS,12,25,3383,August
2024-08-26 17:47:51,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Peter England,S,44,45,2395,August
2024-08-26 20:42:45,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Peter England,M,97,18,7891,August
2024-08-14 18:49:34,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Peter England,L,79,5,6981,August
2024-08-25 19:26:03,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Peter England,XL,46,23,4645,August
2024-08-27 11:02:04,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Trousers,Men,Peter England,XXL,57,14,3318,August
2024-01-02 18:35:42,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Max,XS,11,14,6885,January
2024-01-18 19:23:49,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Max,S,54,6,1406,January
2024-01-23 17:01:01,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Max,M,30,48,1641,January
2024-01-23 17:20:09,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Max,L,57,45,3502,January
2024-01-03 15:54:52,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Max,XL,31,36,1294,January
2024-01-04 16:16:18,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Max,XXL,18,20,3022,January
2024-01-11 10:49:40,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Raymond,XS,51,20,5500,January
2024-01-22 14:09:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Raymond,S,16,5,768,January
2024-01-27 16:43:51,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Raymond,M,21,29,3246,January
2024-01-02 16:58:18,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Raymond,L,85,43,4345,January
2024-01-24 17:56:55,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Raymond,XL,50,35,2718,January
2024-01-27 19:02:02,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Raymond,XXL,68,16,6540,January
2024-01-07 12:25:39,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Blackberrys,XS,79,42,2791,January
2024-01-12 10:07:18,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Blackberrys,S,80,13,5044,January
2024-01-17 16:02:56,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Blackberrys,M,15,46,7740,January
2024-01-09 20:55:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Blackberrys,L,22,29,6563,January
2024-01-02 17:03:48,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Blackberrys,XL,17,18,6341,January
2024-01-27 12:28:28,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Blazers,Men,Blackberrys,XXL,63,18,5589,January
2024-10-01 17:40:23,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Max,XS,95,12,4763,October
2024-10-14 13:18:22,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Max,S,69,10,2301,October
2024-10-16 10:45:05,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Max,M,77,44,716,October
2024-10-19 13:00:29,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Max,L,73,26,3694,October
2024-10-04 17:21:05,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Max,XL,97,40,3747,October
2024-10-11 10:38:14,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Max,XXL,41,12,3779,October
2024-10-11 12:29:49,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Raymond,XS,81,40,1151,October
2024-10-17 19:10:36,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Raymond,S,73,30,3720,October
2024-10-18 13:46:52,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Raymond,M,97,34,891,October
2024-10-20 13:50:07,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Raymond,L,21,13,5447,October
2024-10-05 16:46:04,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Raymond,XL,63,7,3179,October
2024-10-14 17:37:32,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Raymond,XXL,18,46,7060,October
2024-10-26 10:33:20,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Blackberrys,XS,17,12,2373,October
2024-10-06 17:49:17,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Blackberrys,S,29,7,2551,October
2024-10-06 10:41:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Blackberrys,M,71,8,5521,October
2024-10-21 12:34:51,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Blackberrys,L,46,10,5187,October
2024-10-24 20:06:28,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Blackberrys,XL,40,7,5930,October
2024-10-12 16:04:20,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Suits,Men,Blackberrys,XXL,83,37,2895,October
2024-10-07 11:12:10,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Max,XS,12,49,5716,October
2024-11-18 13:01:40,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Max,S,86,12,7884,November
2024-08-24 11:52:47,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Max,M,97,13,570,August
2024-10-06 16:00:42,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Max,L,88,25,5041,October
2024-06-13 17:57:57,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Max,XL,44,27,5029,June
2024-06-26 11:09:04,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Max,XXL,30,43,7838,June
2024-02-05 11:55:47,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Nike,XS,59,45,2034,February
2024-12-15 20:14:23,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Nike,S,56,45,1500,December
2024-05-16 18:51:51,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Nike,M,56,18,3211,May
2024-08-19 19:08:53,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Nike,L,47,49,4506,August
2024-08-08 17:31:08,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Nike,XL,66,30,5823,August
2024-08-15 12:28:59,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Nike,XXL,35,31,1888,August
2024-02-06 17:18:47,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Adidas,XS,79,45,6407,February
2024-10-06 17:20:08,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Adidas,S,83,48,2035,October
2024-01-03 13:01:59,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Adidas,M,75,24,5913,January
2024-04-08 10:36:30,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Adidas,L,40,27,940,April
2024-06-18 17:06:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Adidas,XL,17,50,3745,June
2024-02-28 17:56:31,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sportswear,Men,Adidas,XXL,19,11,6099,February
2024-06-25 16:20:37,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Max,XS,23,28,2280,June
2024-11-16 13:06:47,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Max,S,49,24,3796,November
2024-08-04 10:51:28,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Max,M,86,35,3307,August
2024-10-16 18:56:37,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Max,L,92,29,1432,October
2024-02-15 14:57:38,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Max,XL,54,11,7137,February
2024-04-07 18:48:50,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Max,XXL,14,36,4853,April
2024-07-22 19:06:27,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Jockey,XS,10,23,7817,July
2024-03-15 13:10:23,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Jockey,S,74,10,3734,March
2024-03-13 11:23:59,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Jockey,M,59,28,1433,March
2024-02-14 17:40:42,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Jockey,L,92,14,5672,February
2024-12-25 17:50:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Jockey,XL,47,16,831,December
2024-12-19 12:25:59,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Jockey,XXL,66,8,7868,December
2024-11-25 16:38:29,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Calvin Klein,XS,31,27,3015,November
2024-07-11 19:44:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Calvin Klein,S,84,18,2735,July
2024-02-02 14:01:55,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Calvin Klein,M,51,38,1582,February
2024-07-22 14:59:39,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Calvin Klein,L,56,33,4690,July
2024-03-02 17:14:52,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Calvin Klein,XL,89,13,1408,March
2024-01-27 19:40:52,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Innerwear,Men,Calvin Klein,XXL,48,35,3534,January
2024-10-25 15:19:38,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,XS,44,25,3969,October
2024-09-27 13:05:55,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,S,10,47,4188,September
2024-09-27 18:22:23,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,M,39,21,3282,September
2024-09-17 11:02:42,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,L,74,42,1880,September
2024-08-10 17:57:02,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,XL,38,18,6056,August
2024-12-07 14:01:39,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Max,XXL,84,23,3224,December
2024-08-15 17:00:22,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,XS,11,19,2290,August
2024-02-15 20:56:43,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,S,75,20,513,February
2024-06-07 13:05:26,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,M,31,31,3156,June
2024-12-23 12:23:14,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,L,74,13,2181,December
2024-01-05 14:14:29,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,XL,59,43,5146,January
2024-08-08 11:28:59,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Allen Solly,XXL,74,43,2926,August
2024-03-19 20:23:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,XS,61,46,7939,March
2024-04-23 18:22:19,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,S,36,41,7468,April
2024-09-15 19:32:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,M,41,14,2994,September
2024-09-12 18:12:35,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,L,76,27,5688,September
2024-12-19 12:46:05,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,XL,28,30,425,December
2024-01-18 13:32:41,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Kids' Wear,Kids,Gini & Jony,XXL,33,35,1791,January
2024-02-10 13:50:57,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,XS,52,15,3318,February
2024-01-17 13:42:01,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,S,93,46,2555,January
2024-01-27 17:48:33,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,M,59,22,5358,January
2024-03-09 15:47:47,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,L,74,33,7141,March
2024-01-16 16:21:25,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,XL,34,13,1376,January
2024-05-12 16:49:00,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Max,XXL,42,20,5220,May
2024-05-02 11:27:40,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,XS,72,10,5987,May
2024-03-08 20:03:11,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,S,50,11,3965,March
2024-05-05 20:55:10,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,M,47,38,7360,May
2024-07-21 17:47:50,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,L,62,42,6038,July
2024-08-05 17:44:04,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,XL,26,21,5047,August
2024-11-27 19:47:28,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Sleepwear,Men,Jockey,XXL,76,12,5651,November
2024-10-15 13:54:00,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,XS,59,29,7411,October
2024-10-23 16:16:07,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,S,68,15,1852,October
2024-10-09 11:49:00,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,M,81,20,4704,October
2024-10-02 19:14:34,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,L,68,37,7629,October
2024-10-26 12:55:49,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,XL,29,6,6446,October
2024-10-19 18:43:28,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Co-ords,Women,Max,XXL,30,5,452,October
2024-10-21 10:27:23,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,XS,13,49,641,October
2024-12-13 17:14:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,S,49,11,2958,December
2024-07-20 19:11:22,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,M,27,7,1747,July
2024-11-14 12:48:09,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,L,72,7,422,November
2024-04-23 15:43:08,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,XL,56,16,5320,April
2024-08-02 20:40:13,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Max,XXL,32,49,3636,August
2024-05-01 10:08:48,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,XS,71,11,4581,May
2024-05-25 20:41:19,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,S,73,25,602,May
2024-10-04 10:31:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,M,94,30,6869,October
2024-06-05 18:40:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,L,81,5,1451,June
2024-08-22 13:55:57,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,XL,46,17,5639,August
2024-02-19 11:40:01,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Jockey,XXL,14,40,5474,February
2024-01-07 16:21:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,XS,91,30,2969,January
2024-11-13 16:15:51,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,S,22,44,793,November
2024-03-02 10:35:05,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,M,52,34,4632,March
2024-11-25 15:11:27,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,L,23,29,1043,November
2024-09-10 17:32:16,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,XL,19,29,6534,September
2024-04-15 17:50:06,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Lingerie,Women,Calvin Klein,XXL,87,16,7147,April
2024-01-04 12:42:18,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,XS,92,42,4351,January
2024-01-13 16:53:04,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,S,29,25,7923,January
2024-01-24 15:02:39,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,M,41,13,6637,January
2024-01-03 14:50:10,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,L,86,24,6972,January
2024-01-11 18:22:17,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,XL,88,23,4286,January
2024-01-03 15:00:28,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Max,XXL,52,32,2122,January
2024-01-04 19:53:14,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,XS,20,10,2296,January
2024-01-27 10:22:33,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,S,93,18,6100,January
2024-01-13 19:44:40,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,M,78,45,969,January
2024-01-28 10:47:00,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,L,65,36,7990,January
2024-01-10 17:48:12,"Velachery, Chennai","Max Showroom - Velachery, Chennai",Winterwear,Men,Woodland,XL,16,5,1261,January
